OID|DISBURSEMENT_TYPE|PURPOSE|DATE|AMOUNT|PAYER_PAYEE_ID|RPT_ID
330|504|PRINTING|2004-12-14|40|237|229199
331|504|PRINTING|2004-10-08|16|237|229199
332|504|POSTAGE|2004-12-14|35|237|229199
333|504|OFFICE SUPLY|2004-12-14|50|237|229199
334|504|OFFICE SUPPLY|2004-10-08|46|237|229199
335|504|EQUIPMENT REPAIR|2004-12-14|29|237|229199
336|504|TRAVEL & MEALS|2004-01-19|200|237|229199
337|504|CLEANING LOT|2004-01-30|20|238|229199
338|504|AUTOMOBILE REIMBURSEMENT|2004-07-29|75|238|229199
339|504|AUTOMOBILE REIMBURSEMENT|2004-08-05|75|238|229199
340|504|AUTOMOBILE REIMBURSEMENT|2004-08-12|75|238|229199
341|504|AUTOMOBILE REIMBURSEMENT|2004-08-19|75|238|229199
342|504|AUTOMOBILE REIMBURSEMENT|2004-08-26|75|238|229199
343|504|CHRISTMAS PARTY CATERING|2004-12-21|1230|238|229199
344|504|OFFICE SUPPLY|2004-05-14|54|238|229199
345|504|OFFICE SUPPLY|2004-07-16|8|238|229199
346|504|OFFICE SUPPLY|2004-08-05|6|238|229199
347|504|OFFICE SUPLY|2004-10-07|359|238|229199
348|504|OFFICE SUPPLY|2004-11-01|17|238|229199
349|504|OFFRICE SUPPLY|2004-11-23|207|238|229199
350|504|OFFICE SUPPLY|2004-12-14|50|238|229199
351|504|OFFICE SUPPLY|2004-12-31|28|238|229199
352|504|POSTAGE|2004-04-05|217|238|229199
353|504|EXTERMINATING|2004-02-24|515|239|229199
354|504|EXTERMINATING|2004-09-01|270|239|229199
355|504|EXTERMINATING|2004-09-01|287|239|229199
356|504|WEB SITE MAINTENANCE|2004-05-04|1109|242|229199
357|504|WEB SITE ACCESS|2004-01-05|213|249|229199
358|504|WEB SITE ACCESS|2004-12-10|213|249|229199
359|504|WEB SITE ACCESS|2004-06-25|213|249|229199
360|504|MEMBERSHIP|2004-06-18|30|250|229199
361|504|MEMBERSHIP DUES|2004-08-05|80|251|229199
362|504|SUBSCRIPTION|2004-09-30|11|252|229199
363|504|SUBSCRIPTION|2004-10-31|11|252|229199
364|504|SUBSCRIPTION|2004-11-30|11|252|229199
365|504|SUBSCRIPTION|2004-12-31|11|252|229199
366|504|NOTARY RENEWAL|2004-11-22|140|253|229199
367|504|ADVERTISING|2004-04-05|200|254|229199
368|504|ADVERTISING|2004-04-06|200|255|229199
369|504|ADVERTISING|2004-07-26|150|256|229199
370|504|ADVERTISING|2004-08-17|250|257|229199
371|504|POSTAGE MACHINE RENTAL AND POSTAGE|2004-01-05|145|258|229199
372|504|POSTAGE MACHINE RENTAL AND POSTAGE|2004-01-19|774|258|229199
373|504|POSTAGE MACHINE RENTAL AND POSTAGE|2004-03-11|136|258|229199
374|504|POSTAGE MACHINE RENTAL AND POSTAGE|2004-06-11|145|258|229199
375|504|POSTAGE MACHINE RENTAL AND POSTAGE|2004-09-14|155|258|229199
376|504|POSTAGE MACHINE RENTAL AND POSTAGE|2004-09-22|35|258|229199
377|504|POSTAGE MACHINE RENTAL AND POSTAGE|2004-12-10|145|258|229199
378|504|POSTAGE MACHINE RENTAL AND POSTAGE|2004-03-11|10|258|229199
379|504|POSTAGE MACHINE RENTAL AND POSTAGE|2004-05-25|769|258|229199
380|504|POSTAGE MACHINE RENTAL AND POSTAGE|2004-07-16|769|258|229199
381|504|POSTAGE MACHINE RENTAL AND POSTAGE|2004-09-22|769|258|229199
382|504|POSTAGE MACHINE RENTAL AND POSTAGE|2004-11-18|769|258|229199
383|504|POSTAGE MACHINE RENTAL AND POSTAGE|2004-10-18|197|258|229199
384|504|FLOWERS|2004-04-14|124|263|229199
385|504|FLOWERS|2004-05-04|50|263|229199
386|504|FLOWERS|2004-07-16|60|263|229199
387|504|FLOWERS|2004-08-17|60|263|229199
388|504|FLOWERS|2004-10-14|118|263|229199
389|504|FLOWERS|2004-11-18|158|263|229199
390|504|FLOWERS|2004-12-10|60|263|229199
391|504|FLOWERS|2004-02-20|40|263|229199
392|504|TELEPHONE SERVICE|2004-01-16|256|265|229199
393|504|TELEPHONE SERVICE|2004-01-30|247|265|229199
394|504|TELEPHONE SERVICE|2004-03-11|244|265|229199
395|504|TELEPHONE SERVICE|2004-04-05|246|265|229199
396|504|TELEPHONE SERVICE|2004-05-04|249|265|229199
397|504|TELEPHONE SERVICE|2004-06-11|247|265|229199
398|504|TELEPHONE SERVICE|2004-07-16|262|265|229199
399|504|TELEPHONE SERVICE|2004-08-15|256|265|229199
400|504|TELEPHONE SERVICE|2004-09-01|438|265|229199
401|504|TELEPHONE SERVICE|2004-10-05|374|265|229199
402|504|TELEPHONE SERVICE|2004-11-01|363|265|229199
403|504|TELEPHONE SERVICE|2004-12-02|359|265|229199
404|504|TELEPHONE SERVICE|2004-01-05|277|266|229199
405|504|TELEPHONE SERVICE|2004-02-06|325|266|229199
406|504|TELEPHONE SERVICE|2004-03-11|325|266|229199
407|504|TELEPHONE SERVICE|2004-04-14|322|266|229199
408|504|TELEPHONE SERVICE|2004-05-25|329|266|229199
409|504|TELEPHONE SERVICE|2004-06-11|307|266|229199
410|504|TELEPHONE SERVICE|2004-07-16|317|266|229199
411|504|TELEPHONE SERVICE|2004-08-17|303|266|229199
412|504|TELEPHONE SERVICE|2004-09-14|370|266|229199
413|504|TELEPHONE SERVICE|2004-10-14|303|266|229199
414|504|TELEPHONE SERVICE|2004-11-18|325|266|229199
415|504|TELEPHONE SERVICE|2004-12-10|337|266|229199
416|504|INSURANCE|2004-01-09|648|267|229199
417|504|INSURANCE|2004-02-06|3975|268|229199
418|504|INSURANCE|2004-06-03|150|268|229199
419|504|INSURANCE|2004-07-20|3182|268|229199
420|504|INSURANCE|2004-04-05|413|269|229199
421|504|INSURANCE|2004-07-16|673|269|229199
422|504|INSURANCE|2004-09-14|537|269|229199
423|504|INSURANCE|2004-05-25|2079|270|229199
424|504|INSURANCE|2004-08-05|287|270|229199
425|504|INSURANCE|2004-07-20|787|271|229199
426|504|INSURANCE|2004-08-05|2200|272|229199
427|504|OFFICE SUPPLIES|2004-01-16|210|274|229199
428|504|OFFICE SUPPLIES|2004-01-30|200|274|229199
429|504|OFFICE SUPPLIES|2004-02-24|9|274|229199
430|504|OFFICE SUPPLIES|2004-03-04|628|274|229199
431|504|OFFICE SUPPLIES|2004-03-11|419|274|229199
432|504|OFFICE SUPPLIES|2004-04-14|212|274|229199
433|504|OFFICE SUPPLIES|2004-05-25|70|274|229199
434|504|OFFICE SUPPLIES|2004-06-11|648|274|229199
435|504|OFFICE SUPPLIES|2004-07-16|194|274|229199
436|504|OFFICE SUPPLIES|2004-09-14|457|274|229199
437|504|OFFICE SUPPLIES|2004-11-18|855|274|229199
438|504|OFFICE SUPPLIES|2004-12-10|161|274|229199
439|504|OFFICE SUPLIES|2004-03-11|60|275|229199
440|504|OFFICE SUPPLIES|2004-05-04|60|275|229199
441|504|OFFICE SUPPLIES|2004-07-16|30|275|229199
442|504|OFFICE SUPPLIES|2004-12-10|118|275|229199
443|504|OFFICE SUPPLIES|2004-12-31|55|275|229199
444|504|MILEAGE REIMBURSEMENT|2004-11-23|176|277|229199
445|504|TRAVEL EXPENSES|2004-10-20|143|277|229199
446|504|DELEGATE REGISTRATION|2004-11-01|100|277|229199
447|504|JOURNEYMAN TRAINING SUPPLIES|2004-01-31|379|278|229199
448|504|JOURNEYMAN TRAINING SUPPLIES|2004-08-31|4|278|229199
449|504|JOURNEYMAN TRAINING SUPPLIES|2004-08-05|25|278|229199
450|504|JOURNEYMAN TRAINING SUPPLIES|2004-11-04|1505|278|229199
451|504|JOURNEYMAN TRAINING SUPPLIES|2004-12-31|79|278|229199
452|504|JOURNEYMAN TRAINING SUPPLIES|2004-02-24|150|279|229199
453|504|JOURNEYMAN TRAINING SUPPLIES|2004-03-01|15|279|229199
454|504|JOURNEYMAN TRAINING SUPPLIES|2004-06-18|15|279|229199
455|504|JOURNEYMAN TRAINING SUPPLIES|2004-07-26|30|279|229199
456|504|JOURNEYMAN TRAINING SUPPLIES|2004-08-05|60|279|229199
457|504|JOURNEYMAN TRAINING SUPPLIES|2004-08-17|30|279|229199
458|504|JOURNEYMAN TRAINING SUPPLIES|2004-04-13|311|280|229199
459|504|JOURNEYMAN TRAINING SUPPLIES|2004-03-11|166|280|229199
460|504|JOURNEYMAN TRAINING SUPPLIES|2004-05-14|348|280|229199
461|504|JOURNEYMAN TRAINING SUPPLIES|2004-09-09|237|280|229199
462|504|JOURNEYMAN TRAINING SUPPLIES|2004-04-05|22|280|229199
463|504|JOURNEYMAN TRAINING SUPPLIES|2004-10-07|1960|280|229199
464|504|JOURNEYMAN TRAINING SUPPLIES|2004-11-01|719|280|229199
465|504|TRAVEL & MEALS|2004-06-18|157|280|229199
466|504|TRAVEL & MEALS|2004-07-16|481|280|229199
467|504|TRAVEL & MEALS|2004-10-14|125|280|229199
468|504|TRAVEL & MEALS|2004-10-20|296|280|229199
469|504|TRAVEL & MEALS|2004-11-01|195|280|229199
470|504|TRAVEL & MEALS|2004-12-03|1282|280|229199
471|504|TRAVEL & MEALS|2004-12-14|329|280|229199
472|504|TRAVEL & MEALS|2004-12-17|24|280|229199
473|504|TRANPORT MOBILE TRAINER EQUIPMENT|2004-09-30|1272|282|229199
474|504|JOURNEYMAN TRAINING SUPPLIES|2004-11-01|710|284|229199
475|504|MARKET RECOVERY|2004-02-24|364|285|229199
476|504|MARKET RECOVERY|2004-04-05|1637|285|229199
477|504|MARKET RECOVERY|2004-05-28|1915|285|229199
478|504|MARKET RECOVERY|2004-05-28|2188|285|229199
479|504|MARKET RECOVERY|2004-07-26|813|285|229199
480|504|MARKET RECOVERY|2004-08-17|43|285|229199
481|504|MARKET RECOVERY|2004-09-14|1076|285|229199
482|504|MARKET RECOVERY|2004-10-15|171|285|229199
483|504|ADVERTISING|2004-09-21|2000|286|229199
484|504|ADVERTISING|2004-11-14|500|286|229199
485|505|MEAL FOR BOARD MEETING|2004-02-13|270|287|229199
486|505|MEAL FOR BOARD MEETING|2004-02-24|108|287|229199
487|505|MEAL FOR BOARD MEETING|2004-03-11|169|287|229199
488|505|MEAL FOR BOARD MEETING|2004-06-11|114|287|229199
489|505|MEALS FOR BOARD MEETINGS|2004-07-16|464|287|229199
490|505|MEAL FOR BOARD MEETING|2004-11-18|38|287|229199
491|505|MEAL FOR BOARD MEETING|2004-12-14|26|287|229199
492|505|MEAL FOR BOARD MEETING|2004-12-31|59|287|229199
493|505|MEAL FOR BOARD MEETING|2004-10-08|86|288|229199
494|505|MEAL FOR BOARD MEETING|2004-12-14|28|288|229199
495|505|MEAL FOR BOARD MEETING|2004-02-20|78|289|229199
42467|501|LOST WAGES DUE TO PREPARATION FOR NEGOTIATIONS|2004-12-31|4877|27765|262620
42468|504|CHRISTMAS PARTY EXPENSES|2004-12-31|5320|27766|262620
42469|505|LOST WAGES FOR UNION ADMINISTRATION|2004-12-31|65372|27767|262620
12|504|INSTALLED A SEPTIC SYSTEM AND DRAIN FIELD|2004-12-06|9295|40|225864
13|504|CONSTRUCTION OF OFFICES AT UNION HALL|2004-01-07|7547|41|225864
14|504|LOST TIME REIMBURSEMENT FOR 2004|2004-01-01|62611|42|225864
341747|504|RENT OF OFFICE|2004-12-31|8046|230643|327336
527|502|QUARTERLY RETAINER AND EXPENSES|2004-01-30|9718|333|230586
528|502|QUARTERLY RETAINER|2004-04-30|8750|333|230586
529|502|QUARTERLY RETAINER|2004-07-30|10000|333|230586
530|502|QUARTERLY RETAINER|2004-10-29|10000|333|230586
531|504|ANNUAL AUDIT|2004-04-12|8500|342|230586
532|504|PROPERTY TAXES|2004-12-14|5914|343|230586
533|505|ANNUAL CONVENTION|2004-12-20|10596|344|230586
122027|501|Legal Expense|2004-12-31|9525|81950|276765
122028|504|Commercial Insurance Package|2004-12-31|5709|81951|276765
122029|504|Accountant;s Fees|2004-12-31|11000|81952|276765
122030|504|Mortgage Payments|2004-12-31|32500|81953|276765
1217562|503|Charity|2004-12-31|200|852818|462963
1217563|504|Utilities|2004-12-31|9668|852819|462963
1217564|504|Building Exp|2004-12-31|3517|852819|462963
1217565|504|Education|2004-12-31|1020|852819|462963
1217566|504|Arbitration Exp|2004-12-31|0|852819|462963
1217567|504|Refunds|2004-12-31|1647|852819|462963
1217568|504|Auto Exp|2004-12-31|2760|852819|462963
1217569|504|Lost Time|2004-12-31|4368|852819|462963
1217570|504|T-Shirt Exp|2004-12-31|676|852819|462963
1217571|504|travel|2004-12-31|9043|852819|462963
1217572|504|UNET|2004-12-31|1920|852819|462963
1217573|504|Misc|2004-12-31|174|852819|462963
1217574|504|Contract Labor|2004-12-31|482|852819|462963
1217575|504|Computer Software|2004-12-31|100|852819|462963
1217576|504|Apprentice Exp|2004-12-31|638|852820|462963
1217577|504|Meals and Entertainment|2004-12-31|2696|852820|462963
1217578|505|Office Supplies|2004-12-31|13395|852821|462963
1217579|505|Flowers|2004-12-31|112|852821|462963
1217580|505|Postage|2004-12-31|2799|852821|462963
1217581|505|Communication|2004-12-31|2463|852821|462963
1217582|505|Officers Salary|2004-12-31|75113|852821|462963
1217583|505|Employee Salary|2004-12-31|76590|852821|462963
1217584|505|Payroll Expense|2004-12-31|7040|852821|462963
1217585|505|Accounting Services|2004-12-31|3950|852821|462963
42470|502|LOCAL & STATEWIDE POLITICAL OFFICE|2004-12-31|10400|27768|262621
42471|504|SUBSIDIZE UNION WAGES AGAINST NON-UNION WAGES|2004-12-31|13140|27769|262621
42472|504|SUBSIDIZE UNON WAGES AGAINST NON-UNION WAGES|2004-12-31|6641|27770|262621
42473|504|SUBSIDIZE UNION WAGES AGAINST NON-UNION WAGES|2004-12-31|11045|27771|262621
42474|504|SUBSIDIZE UNION WAGES AGAINST NON-UNION WAGES|2004-12-31|5796|27772|262621
42475|504|SUBSIDIZE UNION WAGES AGAINST NON-UNION WAGES|2004-12-31|26023|27773|262621
42476|504|SUBSIDIZE UNION WAGES AGAINST NON-UNION WAGES|2004-12-31|15532|27774|262621
42477|504|SUBSIDIZE UNION WAGES AGAINST NON-UNION WAGES|2004-12-31|65343|27775|262621
42478|504|SUBSIDIZE UNION WAGES AGAINST NON-UNION WAGES|2004-12-31|8881|27776|262621
42479|504|AUDIT AND ACCOUNTING SERVICES|2004-12-31|11351|27777|262621
1219939|501|PROPERTY TAX|2004-12-31|21749|854177|463927
1219940|501|ENVIRONMENTAL CONSULTING|2004-12-31|39305|854178|463927
1219941|501|PROMOTIONAL|2004-12-31|28217|854179|463927
1219942|501|EVENT|2004-12-31|5779|854180|463927
1219943|501|INSURANCE|2004-12-31|14577|854181|463927
1219944|502|ENVIRONMENTAL CONSULTING|2004-12-31|5615|854182|463927
1219945|505|ENVIRONMENTAL CONSULTING|2004-12-31|5615|854183|463927
1217586|501|PRINTING MATERIALS|2004-01-08|16683|852826|463052
1217587|501|PRINTING MATERIALS|2004-02-20|5488|852826|463052
1217588|501|PRINTING MATERIALS|2004-06-01|5793|852826|463052
1217589|501|PRINTING MATERIALS|2004-10-14|5806|852826|463052
1217590|501|PRINTING MATERIALS|2004-12-23|15726|852826|463052
1217591|501|PROMOTION UNION EXP|2004-04-02|11978|852828|463052
1217592|501|PROMOTION UNION EXP|2004-05-12|6564|852828|463052
1217593|501|ACCOUNTING EXP|2004-03-04|15000|852831|463052
1217594|501|ACCOUNTING EXP|2004-03-30|7500|852831|463052
1217595|501|PROMOTION UNION EXP|2004-06-21|20767|852832|463052
1217596|501|PROMOTION UNION EXP|2004-06-28|14048|852832|463052
1217597|501|PROMOTION UNION EXP|2004-11-02|5935|852832|463052
1217598|501|PROMOTION UNION EXP|2004-12-02|17315|852832|463052
1217599|501|WEB DEVELOPER, ADD|2004-03-17|7500|852833|463052
1217600|501|WEB DEVELOPER, ADD|2004-06-17|5250|852833|463052
1217601|501|WEB DEVELOPER, ADD|2004-08-30|5500|852833|463052
1217602|502|LEGAL CONSULTING|2004-01-30|6202|852837|463052
1217603|502|LEGAL CONSULTING|2004-02-12|6378|852837|463052
1217604|502|LEGAL CONSULTING|2004-02-26|6662|852837|463052
1217605|502|LEGAL CONSULTING|2004-04-16|6508|852837|463052
1217606|503|CONTRIBUTIONS AND GIFTS TO MEMBERS|2004-11-15|22560|852838|463052
1217607|503|CONTRIBUTIONS AND GIFTS TO MEMBERS|2004-01-08|30709|852839|463052
1217608|503|PROMOTION UNION|2004-10-05|36272|852840|463052
1217609|503|PROMOTION UNION|2004-11-08|7697|852840|463052
1217610|503|ANNUAL MEETING FOR THE MEMBERS|2004-12-14|10172|852841|463052
1217611|504|INSURANCE AUTO EXP|2004-03-31|13879|852846|463052
167|501|Body Shop|2004-11-08|6866|175|229081
168|501|printing on jackets|2004-11-03|10172|176|229081
169|504|Handrails|2004-02-04|5200|181|229081
170|504|Insurance - Commercial Bldg.|2004-01-14|14719|184|229081
171|504|Insurance - Workman's Comp|2004-01-14|5543|184|229081
172|504|2003 Audit|2004-05-12|8700|187|229081
173|505|Baseball tickets|2004-12-02|6642|188|229081
174|505|Printing on merchandise|2004-07-14|16598|189|229081
175|505|LEGAL RETAINER FOR ARBITRATION CASE|2004-12-16|5000|191|229116
1218388|501|Legal Representation|2004-04-29|6258|853369|463433
496|501|THREE MONTHS RENT|2004-10-20|6782|310|229614
497|501|REPRESENTATIONAL COUNSEL|2004-02-04|6913|313|229614
498|501|REPRESENTATIONAL COUNSEL|2004-03-03|11765|313|229614
499|501|REPRESENTATIONAL COUNSEL|2004-04-15|10494|313|229614
500|501|REPRESENTATIONAL COUNSEL|2004-05-12|6786|313|229614
501|501|REPRESENTATIONAL COUNSEL|2004-06-02|9455|313|229614
502|501|REPRESENTATIONAL COUNSEL|2004-06-30|9066|313|229614
503|501|REPRESENTATIONAL COUNSEL|2004-08-04|13784|313|229614
504|501|REPRESENTATIONAL COUNSEL|2004-09-08|9651|313|229614
505|501|REPRESENTATIONAL COUNSEL|2004-10-06|9536|313|229614
506|501|SETTLEMENT OF NLRB LAWSUIT|2004-01-15|22500|314|229614
507|501|REPRESENTATIONAL COUNSEL|2004-10-27|6332|314|229614
508|504|FEES RELATIVE TO HARASSMENT LAWSUIT|2004-08-18|5737|316|229614
509|504|AUDIT OF 2003 FINANCIALS|2004-03-10|15360|317|229614
510|505|JACKETS AND T-SHIRTS FOR MEMBERS|2004-10-27|10260|321|229614
511|505|MEMBERS' ANNUAL PICNIC|2004-07-28|18427|322|229614
512|505|ELECTION MONITORING AND CONTROL|2004-08-18|10690|324|229614
513|505|MONITOR AND OVERSEE UNION ACTIVITIES|2004-06-02|9765|325|229614
45936|504|POSTAGE|2004-12-31|1914|29385|263570
45937|504|UTILITIES|2004-12-31|1147|29385|263570
45938|504|TELEPHONE|2004-12-31|3361|29385|263570
45939|504|MEETINGS, CONVENTIONS AND TRAINING|2004-12-31|4048|29385|263570
45940|504|PROFESSIONAL FEES|2004-12-31|6000|29385|263570
45941|504|INSURANCE|2004-12-31|10118|29385|263570
45942|504|SECURITY|2004-12-31|96|29385|263570
45943|504|OTHER HEADQUARTERS EXPENSES|2004-12-31|4479|29385|263570
45944|504|OFFICE EXPENSE|2004-12-31|5915|29385|263570
45945|504|RENT|2004-12-31|4570|29385|263570
45946|504|PENSION CONTRIBUTIONS|2004-12-31|3733|29385|263570
45947|505|NEGOTIATION AND ARBITRATION|2004-12-31|7130|29386|263570
45948|505|AFL-CIO DUES|2004-12-31|1870|29386|263570
45949|505|SEVERANCE|2004-12-31|1560|29386|263570
45950|505|DEPRECIATION|2004-12-31|610|29386|263570
45951|505|PAYROLL TAXES|2004-12-31|9297|29386|263570
49710|503|EMERGENCY FUND DISTRIBUTIONS|2004-12-31|1433|31721|267095
49711|504|PER CAPITA|2004-12-31|26341|31722|267095
49712|504|OFFICE AND PROFESSIONAL FEES|2004-12-31|13090|31722|267095
49713|504|BUILDING MAINT & EXPENSE|2004-12-31|15229|31722|267095
49714|504|INSURANCE|2004-12-31|5161|31722|267095
49715|505|TRAVEL|2004-12-31|4813|31723|267095
49716|505|PENSION-AFM|2004-12-31|10017|31723|267095
1218168|504|Rent|2004-12-31|35716|853180|463287
1218169|504|Accounting Services|2004-12-31|5000|853181|463287
1218170|504|Legal Services|2004-12-31|18000|853182|463287
1218171|504|Computer Services|2004-12-31|26109|853183|463287
124542|501|Membership Dues|2004-02-05|8124|83250|277773
124543|504|Rent - Building|2004-02-05|6000|83251|277773
124544|504|Rent - Building|2004-11-23|18000|83251|277773
124545|505|Workers Comp Ins.|2004-05-07|5590|83252|277773
124546|505|Workers Comp Ins|2004-12-03|6361|83252|277773
1219963|501|Grievence Arbitration Costs|2004-12-01|1509|854215|463929
1219964|501|Arbitration Stenographer fees|2004-12-01|95|854215|463929
1219965|501|Wage Delegate Training fees|2004-12-01|872|854215|463929
1219966|501|Transportation (Conference Delegates)|2004-12-01|2639|854215|463929
1219967|501|Lodging|2004-12-01|163|854215|463929
1219968|501|Officer gross wages and expenses|2004-12-01|13853|854215|463929
1219969|501|Employees gross wages and expenses|2004-12-01|81823|854215|463929
1219970|503|Pulp & Paper Conference|2004-12-01|300|854216|463929
1219971|503|Outgoing President's gift|2004-12-01|239|854216|463929
1219972|503|Camas/Washougal Safety Fair|2004-12-01|1500|854216|463929
1219973|503|Petty Cash|2004-12-01|100|854216|463929
1219974|504|Conley Mechanical (AC Unit)|2004-12-01|5612|854217|463929
1219975|504|D & D Door, Inc.|2004-12-01|4220|854217|463929
1219976|504|Telephone Service|2004-12-01|2922|854217|463929
1219977|504|Utilities|2004-12-01|9229|854217|463929
1219978|504|Cable Modem (ComCast)|2004-12-01|585|854217|463929
1219979|504|Mutual of Enumclaw (Liability Insurance)|2004-12-01|3469|854217|463929
1219980|504|Hall and grounds Maintenance|2004-12-01|4942|854217|463929
1219981|504|Drinking Water|2004-12-01|22|854217|463929
1219982|504|Union Jackets and Caps|2004-12-01|459|854217|463929
1219983|504|Edward Jones Financial Services|2004-12-01|4552|854217|463929
1219984|504|Refunded Parking|2004-12-01|45|854217|463929
1219985|504|Union Communication Services - Steward update|2004-12-01|385|854217|463929
1219986|505|Computer Software & Equipment|2004-12-01|672|854218|463929
1219987|505|Office Supplies|2004-12-01|2473|854218|463929
1219988|505|Internet Service|2004-12-01|935|854218|463929
1219989|505|Postage and Delivery|2004-12-01|137|854218|463929
1219990|505|Refunded Clean-up Fees|2004-12-01|900|854218|463929
1219991|505|Refunded Union Dues|2004-12-01|2384|854218|463929
1219992|505|Union Shop Steward Dinner|2004-12-01|1940|854218|463929
1219993|505|Prophet Boundry Changes|2004-12-01|58|854218|463929
1219994|505|Disbursements and expenses to Officers|2004-12-01|14427|854218|463929
1219995|505|Disbursements and expenses to Employees|2004-12-01|17809|854218|463929
50090|501|LITIGATIONS MONTHLY|2004-12-31|40000|32081|267505
50091|501|LITIGATIONS -  MONTHLY|2004-12-31|21700|32082|267505
50092|501|LITIGATIONS MONTHLY|2004-12-31|31000|32083|267505
50093|505|MEETING|2004-02-19|9255|32084|267505
50094|505|.|2004-10-14|10580|32084|267505
50095|505|ELECTION OFFICERS|2004-02-26|9972|32085|267505
50096|505|ELECTION OFFICERS|2004-03-11|7596|32085|267505
50097|505|ELECTION OFFICERS|2004-09-09|2659|32085|267505
50098|505|ELECTION OFFICERS|2004-09-28|6738|32085|267505
50099|505|ELECTION OFFICERS|2004-09-30|10224|32085|267505
50100|505|ELECTION OFFICERS|2004-10-26|27179|32085|267505
50101|505|ELECTION OFFICERS|2004-12-31|6000|32085|267505
50102|505|ELECTION|2004-03-12|15000|32086|267505
50103|505|ELECTION|2004-10-21|11000|32086|267505
50104|505|ELECTION|2004-10-28|11000|32086|267505
50105|505|MEETINGS|2004-03-12|13000|32087|267505
50106|505|MEETINGS|2004-03-14|3519|32087|267505
50107|505|MEETINGS|2004-12-22|2448|32087|267505
1218424|503|4 SCHOLARSHIPS|2004-12-31|2400|853376|463435
1218425|504|OFFICE/ADMIN|2004-12-31|4427|853377|463435
1218426|504|PROFESSIONAL FEES|2004-12-31|2173|853377|463435
1218427|504|OTHER DISBURSEMENTS|2004-12-31|32306|853377|463435
50134|501|LEGAL ISSUES|2004-12-31|7223|32137|267619
50135|501|Rent|2004-12-31|5100|32138|267619
1219712|504|SUBSIDIZE WAGE RATE FOR CONTRACT BID|2004-12-28|48000|854032|463797
1219713|504|SUBSIDIZE WAGE RATE FOR CONTRACT BID|2004-01-28|45417|854033|463797
1219714|504|N/A|2004-02-25|54029|854033|463797
1219715|504|N/A|2004-03-25|43342|854033|463797
1219716|504|N/A|2004-04-28|40458|854033|463797
1219717|504|N/A|2004-05-19|38232|854033|463797
1219718|504|N/A|2004-06-30|26548|854033|463797
1219719|504|N/A|2004-07-30|15391|854033|463797
1219720|504|N/A|2004-08-31|25300|854033|463797
1219721|504|N/A|2004-09-30|27437|854033|463797
1219722|504|N/A|2004-10-25|15372|854033|463797
1219723|504|N/A|2004-11-23|28524|854033|463797
1219724|504|N/A|2004-12-28|13884|854033|463797
1219725|504|SUBSIDIZE WAGE RATE FOR CONTRACT BID|2004-01-28|9154|854034|463797
1219726|504|N/A|2004-02-25|9515|854034|463797
1219727|504|N/A|2004-03-25|16627|854034|463797
1219728|504|N/A|2004-04-28|14055|854034|463797
1219729|504|N/A|2004-05-19|14834|854034|463797
1219730|504|N/A|2004-06-30|18075|854034|463797
1219731|504|N/A|2004-09-30|17724|854034|463797
1219732|504|N/A|2004-10-25|20370|854034|463797
1219733|504|N/A|2004-11-23|9411|854034|463797
1219734|504|N/A|2004-12-28|13974|854034|463797
1219735|504|SUBSIDIZE WAGE RATE FOR CONTRACT BID|2004-07-30|12582|854035|463797
543|501|AUTO INSURANCE|2004-08-13|5441|377|240756
544|501|DINNER DANCE|2007-03-26|5183|379|240756
545|504|AUDIT, PREPARATION OF LM-2 & 990|2004-04-19|5618|381|240756
1172|501|ARBITRATION|2004-09-23|10026|1053|246603
40687|504|TRANSFER|2004-10-19|26000|26711|262028
28206|501|LEGAL REPRESENTATION|2004-05-01|5958|19450|259138
28207|501|LEGAL REPRESENTATION|2004-12-01|8714|19450|259138
1218166|504|Audit|2004-06-16|3250|853179|463286
1218167|504|Audit|2004-09-13|2250|853179|463286
187|504|MEDICAL BENEFITS|2004-01-15|18123|206|229173
188|504|MEDICAL BENEFITS|2004-02-12|18522|206|229173
189|504|MEDICAL BENEFITS|2004-03-10|18683|206|229173
190|504|MEDICAL BENEFITS|2004-04-13|19244|206|229173
191|504|MEDICAL BENEFITS|2004-05-19|17969|206|229173
192|504|MEDICAL BENEFITS|2004-06-14|17620|206|229173
193|504|MEDICAL BENEFITS|2004-07-13|17601|206|229173
194|504|MEDICAL BENEFITS|2004-08-12|17606|206|229173
195|504|MEDICAL BENEFITS|2004-09-13|17834|206|229173
196|504|MEDICAL BENEFITS|2004-10-12|17558|206|229173
197|504|MEDICAL BENEFITS|2004-11-11|17299|206|229173
198|504|MEDICAL BENEFITS|2004-12-21|17612|206|229173
199|504|DUES|2004-01-02|9951|207|229173
200|504|DUES|2004-02-02|8826|207|229173
201|504|DUES|2004-03-02|11492|207|229173
202|504|DUES|2004-04-01|11657|207|229173
203|504|DUES|2004-05-01|10416|207|229173
204|504|DUES|2004-06-01|11920|207|229173
205|504|DUES|2004-07-01|11834|207|229173
206|504|DUES|2004-08-03|10698|207|229173
207|504|DUES|2004-09-02|10300|207|229173
208|504|DUES|2004-10-04|11814|207|229173
209|504|DUES|2004-11-01|11727|207|229173
210|504|DUES|2004-12-01|11951|207|229173
42821|504|Audit|2004-01-01|7850|27900|262635
42822|504|Job Targeting Funds|2004-06-30|10000|27901|262635
42823|504|Job Targeting Funds|2004-03-31|8300|27902|262635
