OID|DISBURSEMENT_TYPE|PURPOSE|DATE|AMOUNT|PAYER_PAYEE_ID|RPT_ID
4147425|505|Website Expense|2019-10-28|32|2723288|739498
4147426|505|Website Expense|2020-01-27|32|2723288|739498
4147427|505|Website Expense|2020-04-27|32|2723288|739498
4147428|505|Website Expense|2020-04-30|80|2723288|739498
4147429|505|Website Expense|2020-06-29|21|2723288|739498
4147430|505|Website Expense|2020-06-29|256|2723288|739498
4147431|505|Office Expense|2019-11-01|197|2723289|739498
4147432|503|Gift|2019-11-01|500|2723290|739498
4147433|503|Gift|2019-12-09|75|2723291|739498
4147434|503|Gift |2019-12-06|75|2723292|739498
4147435|505|Training|2019-12-01|826|2723293|739498
4147436|505|Training|2019-12-01|541|2723294|739498
4147437|503|Gift|2020-01-01|75|2723295|739498
4147438|503|Gift|2019-12-06|75|2723296|739498
4147439|505|Attorney Fees|2020-03-01|213|2723297|739498
4147440|503|Gift|2020-04-02|500|2723298|739498
4147441|503|Gift|2019-12-06|75|2723299|739498
4147442|505|Training|2019-12-08|795|2723300|739498
4147443|505|Accounting|2019-07-22|450|2723301|739498
4147444|505|Accounting|2019-08-21|450|2723301|739498
4147445|505|Accounting|2019-09-23|450|2723301|739498
4147446|505|Accounting|2019-10-22|450|2723301|739498
4147447|505|Accounting|2019-11-26|450|2723301|739498
4147448|505|Accounting|2019-12-23|450|2723301|739498
4147449|505|Accounting|2020-01-21|450|2723301|739498
4147450|505|Accounting|2020-02-21|450|2723301|739498
4147451|505|Accounting|2020-03-23|450|2723301|739498
4147452|505|Accounting|2020-04-28|450|2723301|739498
4147453|505|Accounting|2020-05-21|450|2723301|739498
4147454|505|Acccouting|2020-06-22|450|2723301|739498
4147455|505|Website Expense|2019-08-01|733|2723302|739498
4147456|505|Website Expense|2020-01-06|733|2723302|739498
4147457|505|Website Expense|2020-04-01|680|2723302|739498
4147458|505|Computer Expenses|2019-09-13|500|2723303|739498
4147459|503|Gift|2019-12-06|75|2723304|739498
4147460|505|Training|2019-11-24|542|2723305|739498
4147461|505|Supplies|2020-03-01|81|2723306|739498
4147462|505|Supplies|2020-05-06|33|2723306|739498
4147463|503|Gift|2019-12-06|75|2723307|739498
4147464|501|Dues|2020-01-07|11400|2723308|739498
4147465|503|Gift|2019-12-06|75|2723309|739498
4147466|505|Union Admin|2020-04-20|2583|2723310|739498
4147467|505|Union Admin|2020-05-01|957|2723310|739498
4147468|505|Union Admin|2020-06-01|1145|2723310|739498
4147469|503|Gift|2020-01-01|75|2723311|739498
4147470|503|Gift|2019-12-06|75|2723312|739498
4147471|503|Gift|2019-12-09|75|2723313|739498
4147472|503|Gift|2019-12-06|75|2723314|739498
4147473|505|Training|2019-10-12|1623|2723315|739498
4147474|503|Gift|2019-12-06|75|2723316|739498
4147475|503|Gift|2019-12-09|75|2723317|739498
4147476|505|Union Admin|2020-05-01|831|2723318|739498
4147477|505|Union Admin|2020-05-06|1108|2723318|739498
4147478|505|Union Admin|2019-07-01|93|2723319|739498
4147479|503|Gift|2020-01-01|75|2723320|739498
4147480|505|Supplies|2020-03-01|126|2723321|739498
4147481|505|Supplies|2020-05-06|61|2723321|739498
4147482|505|Computer Expenses|2019-09-12|450|2723322|739498
4147483|505|Computer Expenses|2019-09-14|300|2723322|739498
4147484|503|Gift|2020-01-01|75|2723323|739498
4147485|503|Gift|2019-12-06|75|2723324|739498
4147486|505|Meeting Meals|2019-07-01|293|2723325|739498
4147487|505|Meeting Expenses|2019-07-01|670|2723325|739498
4147488|505|Meeting Meals|2019-07-01|132|2723325|739498
4147489|505|Meeting Expenses|2019-07-01|631|2723325|739498
4147490|505|Meeting Expenses|2019-07-01|653|2723325|739498
4147491|505|Meeting Expenses|2019-07-01|124|2723325|739498
4147492|505|Conference Expenses|2019-07-01|1452|2723325|739498
4147493|505|Meeting Expenses|2019-07-01|443|2723325|739498
4147494|505|Office Supplies|2019-09-12|647|2723325|739498
4147495|505|Meeting Meals|2019-09-12|1276|2723325|739498
4147496|505|Conference Expenses|2019-09-12|1321|2723325|739498
4147497|505|Conference Meals|2019-09-14|1261|2723325|739498
4147498|505|Training|2019-09-15|1801|2723325|739498
4147499|505|Office Supplies|2019-09-15|647|2723325|739498
4147500|505|Training|2019-09-25|410|2723325|739498
4147501|505|Training|2019-09-25|425|2723325|739498
4147502|505|Office Supplies|2019-09-25|726|2723325|739498
4147503|505|Meeting Meals|2019-10-01|198|2723325|739498
4147504|505|Office Supplies|2019-10-12|201|2723325|739498
4147505|505|Conference Expenses|2019-10-16|1802|2723325|739498
4147506|505|Conference Expenses|2019-10-06|4725|2723325|739498
4147507|505|Conference Expenses|2020-01-13|1782|2723325|739498
4147508|505|Conference Expenses|2020-01-24|1111|2723325|739498
4147509|505|Conference Expenses|2020-01-24|695|2723325|739498
4147510|505|Office Supplies|2020-01-24|673|2723325|739498
4147511|505|Training|2020-02-10|4410|2723325|739498
4147512|505|Meeting Meals|2020-03-01|748|2723325|739498
4147513|505|Meeting Meals|2020-03-01|238|2723325|739498
4147514|505|Meeting Meals|2020-03-01|231|2723325|739498
4147515|505|Meeting Meals|2020-03-01|233|2723325|739498
4147516|505|Training|2020-03-01|2407|2723325|739498
4147517|505|Conference Expenses|2020-03-01|1949|2723325|739498
4147518|505|Conference Meals|2020-04-02|1534|2723325|739498
4147519|505|Conference Expenses|2020-04-02|1603|2723325|739498
4147520|505|Conference Expenses|2020-04-02|1481|2723325|739498
4147521|505|Meeting Meals|2020-04-02|197|2723325|739498
4147522|505|Meeting Meals|2020-04-20|288|2723325|739498
4147523|505|Office Supplies|2020-04-20|322|2723325|739498
4147524|505|Meeting Meals|2020-04-20|205|2723325|739498
4147525|505|Training|2020-04-20|1569|2723325|739498
4147526|505|Lost Time|2020-04-20|1481|2723325|739498
4147527|505|Postage|2020-05-12|81|2723325|739498
4147528|505|Training|2020-05-12|765|2723325|739498
4147529|505|Conference Expenses|2020-06-01|527|2723325|739498
4147530|505|Office Supplies|2020-06-01|16|2723325|739498
4147531|505|Office Supplies|2020-06-01|115|2723325|739498
4147532|505|Conference Expenses|2020-06-01|517|2723325|739498
4147533|505|Conference Meals|2020-06-01|528|2723325|739498
4147534|505|Postage|2020-02-01|308|2723326|739498
4147535|501|Dues|2020-01-07|14250|2723328|739498
4147536|503|Gift|2019-12-09|75|2723330|739498
4147537|505|Training|2020-02-01|4291|2723332|739498
4147538|505|Union Admin|2020-04-20|1385|2723333|739498
4147539|505|Union Admin|2020-05-01|277|2723333|739498
4147540|505|Union Admin|2020-05-01|2771|2723333|739498
4147541|505|Union Admin|2020-06-04|1755|2723333|739498
4126697|503|Donations - Golf Tournament Sponsorship|2019-07-26|5000|2709501|736759
4126698|504|Other Professional Fees|2020-03-23|6400|2709502|736759
4126699|501|Arbitration Services|2020-02-18|11025|2709504|736759
4126700|501|Legal Fees|2020-03-17|15000|2709505|736759
4126701|501|Legal Fees|2019-07-17|15000|2709505|736759
4126702|501|Legal Fees|2020-06-14|15000|2709505|736759
4126703|501|Legal Fees|2020-05-21|15000|2709505|736759
4126704|501|Legal Fees|2020-02-26|15000|2709505|736759
4126705|501|Legal Fees|2020-04-22|15000|2709505|736759
4126706|501|Legal Fees|2019-10-28|15000|2709505|736759
4126707|501|Legal Fees|2019-09-30|15000|2709505|736759
4126708|501|Legal Fees|2019-12-23|8905|2709505|736759
4126709|501|Legal Fees|2020-01-23|6384|2709505|736759
4126710|501|Legal Fees|2020-02-10|8814|2709505|736759
4126711|501|Legal Fees|2019-10-28|16290|2709505|736759
4126712|501|Legal Fees|2019-11-13|20724|2709505|736759
4126713|501|Legal Fees|2019-07-17|12903|2709505|736759
4126714|501|Legal Fees|2019-08-20|9093|2709505|736759
4126715|501|Legal Fees|2019-09-30|8497|2709505|736759
4126716|501|Legal Fees|2019-11-22|15000|2709505|736759
4126717|501|Legal Fees|2019-12-23|24139|2709505|736759
4126718|501|Legal Fees|2020-01-23|5861|2709505|736759
4126719|501|Legal Fees|2019-08-20|15000|2709505|736759
4126720|501|I.E. Working Families Deserve Affordable Healthcar|2019-07-09|5184|2709511|736759
4126721|501|Steward Seminar Hotel Charges|2020-02-28|6774|2709512|736759
4126722|501|The Voice Newsletter|2020-06-17|7691|2709514|736759
4126723|501|The Voice Newsletter|2020-02-10|8018|2709514|736759
4126724|501|Trust Fund|2019-10-10|7600|2709515|736759
4126725|503|Tickets|2019-10-28|5000|2709516|736759
4126726|503|Supplies|2020-04-01|5442|2709517|736759
4126727|503|Donations|2019-11-22|10000|2709518|736759
4126728|503|Charity|2020-01-31|10000|2709520|736759
4126729|503|Supplies/Merchandise|2020-04-22|19488|2709521|736759
4126730|503|Donations|2020-01-31|5000|2709522|736759
4126731|503|Merchandise|2020-05-13|5800|2709523|736759
4126732|503|Merchandise|2020-05-13|16800|2709523|736759
4126733|503|Charitable Donation|2019-08-12|24817|2709524|736759
4126734|504|Promotional Supplies|2019-09-01|15603|2709525|736759
4126735|504|Promotional Supplies|2019-09-01|6544|2709525|736759
4126736|504|Union Legal Liability Policy|2020-04-09|34992|2709527|736759
4126737|504|CPA/Auditing Services|2019-12-23|14997|2709530|736759
4126738|504|CPA/Auditing Services|2020-02-10|18402|2709530|736759
4126739|504|CPA/Auditing Services|2019-08-20|17867|2709530|736759
4126740|504|CPA/Auditing Services|2019-09-19|40796|2709530|736759
4126741|504|CPA/Auditing Services|2019-11-13|13163|2709530|736759
4126742|504|Annual Picnic|2019-08-21|8000|2709531|736759
4126743|504|Promotional Supplies|2019-07-31|6395|2709532|736759
4126744|504|Professional Services|2019-10-10|16245|2709536|736759
4126745|504|Self Funded Health Plan Evaluation|2019-07-17|10000|2709540|736759
4126746|504|Settlement-Legal Fees|2020-01-15|5138|2709545|736759
4126747|504|Golf Location Fee|2019-11-22|5400|2709546|736759
4126748|504|Annual Member Event|2019-08-07|11869|2709548|736759
4126749|504|COVID-19 Masks|2020-04-02|33098|2709551|736759
4126750|504|Commercial Package Policy |2019-07-26|7835|2709552|736759
4126751|504|Promotional Supplies|2020-04-22|9830|2709553|736759
4126752|504|Area Usage Fee|2019-07-26|9300|2709554|736759
4126753|504|Parking Fees for Annual Picnic Aug 2019- 788 cars |2019-09-10|7910|2709554|736759
4126754|504|Promotional Supplies|2019-11-14|5550|2709558|736759
4126755|504|Promotional Inventory|2019-09-10|6324|2709559|736759
4126756|504|Promotional Inventory|2020-02-10|8484|2709559|736759
4126757|504|Promotional Inventory|2020-02-18|5619|2709559|736759
4126758|504|Newsletter Printing|2019-09-10|15103|2709561|736759
4126759|504|Newsletter Printing|2019-10-03|7895|2709561|736759
4126760|504|Copier|2020-01-31|5580|2709565|736759
4126761|504|Property Taxes|2019-10-10|22965|2709566|736759
4126762|504|2019 Golf Profit to Charity Account|2020-02-10|18429|2709568|736759
4126763|504|COVID-19 Masks|2020-04-03|18735|2709570|736759
4126764|504|Annual Family Day Picnic|2019-08-20|6225|2709571|736759
4142923|503|CUSTOMIZED PAVER STONE DONATION|2020-01-03|5000|2719894|738763
4142924|504|WORKMANS COMPENSATION PREMIUM|2019-12-01|7439|2719895|738763
4142925|504|ANNUAL AUDIT|2020-09-01|19288|2719898|738763
4142926|505|9TH DISTRICT COUNCIL PROGRESS MEETING|2019-11-01|6000|2719901|738763
4145412|505|AUDIT|2020-02-05|5500|2722086|738989
4129280|505|Accounting & Auditing Services|2019-11-12|5892|2710737|737060
4129281|505|Accounting & Auditing Services|2020-01-29|5750|2710737|737060
4129282|505|Accounting & Auditing Services|2020-02-25|6131|2710737|737060
4129283|501|Grievance, arbitration, legal|2019-09-03|14253|2710739|737060
4129284|501|Grievance, arbitration, legal|2020-01-20|58500|2710739|737060
4129285|504|Workers Compensation Insurance|2020-01-13|6005|2710741|737060
4140608|504|ACCOUNTING |2019-11-14|770|2717678|738331
4140609|504|REVIEW|2019-12-06|3785|2717678|738331
4140610|504|ACCOUNTING|2020-02-12|770|2717678|738331
4140611|504|ACCOUNTING|2020-05-13|795|2717678|738331
4140612|504|ACCOUNTING|2020-08-19|795|2717678|738331
4140606|501|LEGAL FEES|2020-05-22|13188|2717673|738322
4140607|503|HOLIDAY PARTY|2019-12-12|10677|2717674|738322
4084328|503|(7) JATC SCHOLARSHIPS @ $1,500/EACH|2019-07-11|10500|2682874|734953
4084329|501|AWARD TO RTH - BRETTON WOODS LODGE|2019-10-23|9000|2682875|734953
4084330|501|AWARD TO RTH - BRETTON WOODS LODGE|2020-06-09|9000|2682875|734953
4084331|501|AWARD TO RTH - DARTMOUTH-HITCHCOCK|2019-08-13|50000|2682875|734953
4084332|501|AWARD TO RTH - BAE NASHUA|2020-05-19|40000|2682875|734953
4084333|504|PARKING LOT REPAIRS|2020-06-16|7100|2682877|734953
4084334|504|PROFESSIONAL FEES|2019-09-16|5895|2682878|734953
4085325|505|MEMBER GOLF OUTING GREEN FEES|2019-09-09|6597|2683912|735217
4085326|502|DONATIONS|2020-05-26|5000|2683915|735217
4085327|505|TSHIRTS FOR PICNIC|2019-10-22|5662|2683917|735217
4085328|505|YARDSIGNS, BANDANNAS, TSHIRTS|2019-12-16|6803|2683917|735217
4085329|505|MEMBER CHRISTMAS PARTY|2019-12-31|6539|2683919|735217
4085330|505|LAPEL PINS FOR 2020 CONVENTION|2020-06-13|12316|2683920|735217
4085331|505|2019 AUDIT FEE|2019-10-25|10600|2683922|735217
4085332|505|ROOMS FOR DELEGATE MEETING|2020-01-29|5408|2683924|735217
4043387|504|AUTO INSURANCE J. MOZINSKI & M. SCHERBING |2019-09-03|5294|2657157|729898
4043388|505|BURNOR LOCAL LODGE OFFICER TRAINING|2019-04-10|23617|2657159|729898
4140271|505|Membership Meeting and Holiday Party|2019-12-12|11612|2717405|738064
4140272|504|Insurance|2020-03-10|6883|2717411|738064
4140273|504|Accounting Fee|2020-07-21|10000|2717413|738064
4140274|504|Insurance|2019-10-31|14260|2717415|738064
4140275|504|Insurance|2019-10-31|5652|2717415|738064
4140276|504|Insurance|2020-08-24|20721|2717415|738064
4120070|501|ARBITRATION/GRIEVANCE/NEGOTIATION|2020-03-10|8148|2705840|736658
4120071|501|ARBITRATION/GRIEVANCE/NEGOTIATION|2020-06-17|12390|2705840|736658
4120072|504|AUDIT/TAX/LM2|2019-07-25|6875|2705842|736658
4120073|504|AUDIT/TAX/LM2|2019-08-20|6875|2705842|736658
4120074|504|AUDIT/TAX/LM2|2019-08-21|5625|2705842|736658
4120075|504|AUDIT/TAX/LM2|2019-10-15|7500|2705842|736658
4146133|504|Convention|2020-05-15|5000|2722726|739150
4146134|504|WKC Installment|2020-08-14|7165|2722731|739150
4146135|504|Database Updates|2020-05-29|5768|2722733|739150
4146136|504|Hotel Conference Payment|2019-10-01|6747|2722734|739150
4146137|504|Hotel Conference Payment|2019-10-02|26987|2722734|739150
4146138|504|Hotel Conference Payment|2019-10-23|27183|2722734|739150
4146139|504|Hotel Conference Payment|2019-12-03|12059|2722734|739150
4146140|502|I.E. Expenditures|2020-02-24|7920|2722736|739150
4146141|502|I.E. Expenditures|2020-03-27|7965|2722736|739150
4146142|502|I.E. Expenditures|2020-04-30|7945|2722736|739150
4146143|502|I.E. Expenditures|2020-05-31|7900|2722736|739150
4146144|502|I.E. Expenditures|2020-06-30|7860|2722736|739150
4146145|502|I.E. Expenditures|2019-10-31|7540|2722736|739150
4146146|502|I.E. Expenditures|2019-11-30|7675|2722736|739150
4146147|502|I.E. Expenditures|2019-12-31|7865|2722736|739150
4146148|502|I.E. Expenditures|2020-01-17|7835|2722736|739150
4146149|502|I.E. Expenditures|2020-07-31|7905|2722736|739150
4146150|502|I.E. Expenditures|2020-08-31|8090|2722736|739150
4146151|502|I.E. Expenditures|2020-09-30|8305|2722736|739150
4146152|502|UAPD PAC|2019-10-31|26035|2722737|739150
4146153|502|UAPD PAC|2019-11-30|26116|2722737|739150
4146154|502|UAPD PAC|2019-12-31|26129|2722737|739150
4146155|502|UAPC PAC|2020-01-17|25983|2722737|739150
4146156|502|UAPD PAC|2020-02-24|26026|2722737|739150
4146157|502|UAPD PAC|2020-03-27|26000|2722737|739150
4146158|502|UAPD PAC|2020-04-30|25939|2722737|739150
4146159|502|UAPD PAC|2020-05-31|25785|2722737|739150
4146160|502|UAPD PAC|2020-06-30|25719|2722737|739150
4146161|502|UAPD PAC|2020-07-31|25803|2722737|739150
4146162|502|UAPD PAC|2020-08-31|25868|2722737|739150
4146163|502|UAPD PAC|2020-09-30|26097|2722737|739150
4146164|504|Per Capita|2019-12-31|38577|2722738|739150
4146165|504|Per Capita|2020-01-17|38608|2722738|739150
4146166|504|Per Capita|2020-02-28|39238|2722738|739150
4146167|504|Per Capita|2020-03-31|39093|2722738|739150
4146168|504|Per Capita|2020-04-30|39447|2722738|739150
4146169|504|Per Capita|2020-05-31|38719|2722738|739150
4146170|504|Per Capita|2020-06-30|38549|2722738|739150
4146171|504|Per Capita|2020-07-31|37982|2722738|739150
4146172|504|Per Capita|2019-10-18|38557|2722738|739150
4146173|504|Per Capita|2019-11-29|38813|2722738|739150
4146174|504|Southern California Rent|2019-10-01|12568|2722740|739150
4146175|504|Southern California Rent|2019-11-01|12522|2722740|739150
4146176|504|Southern California Rent|2019-12-01|12534|2722740|739150
4146177|504|Southern California Rent|2020-01-01|12867|2722740|739150
4146178|504|Southern California Rent|2020-02-01|12540|2722740|739150
4146179|504|Southern California Rent|2020-03-01|12867|2722742|739150
4146180|504|Southern California Rent|2020-04-01|12867|2722742|739150
4146181|504|Southern California Rent|2020-05-01|12867|2722742|739150
4146182|504|Southern California Rent|2020-06-01|13195|2722742|739150
4146183|504|Southern California Rent|2020-07-01|12867|2722742|739150
4146184|504|Southern California Rent|2020-08-01|1017|2722742|739150
4146185|504|Southern California Rent|2020-09-01|13557|2722742|739150
4146186|504|Audit Payment|2020-01-17|7071|2722753|739150
4146187|504|Lease Payment|2019-10-01|1910|2722757|739150
4146188|504|Lease Payment|2019-11-01|8880|2722757|739150
4146189|504|Lease Payment|2019-12-01|8880|2722757|739150
4146190|504|Lease Payment|2020-01-01|9233|2722757|739150
4146191|504|Lease Payment|2020-02-01|8538|2722757|739150
4146192|504|Lease Payment|2020-03-01|8860|2722757|739150
4146193|504|Lease Payment|2020-04-01|8857|2722757|739150
4146194|504|Lease Payment|2020-05-01|8860|2722757|739150
4146195|504|Lease Paymenet|2020-06-01|8640|2722757|739150
4146196|504|Lease Payment|2020-07-01|8878|2722757|739150
4146197|504|Bank Fees|2019-10-31|13157|2722758|739150
4146198|504|Bank Fees|2020-01-31|13427|2722758|739150
4146199|504|Bank Fees|2020-04-30|12546|2722758|739150
4146200|504|Bank Fees|2020-07-31|13296|2722758|739150
4143834|504|HOLIDAY EXPENSE|2019-12-05|8325|2720759|738899
4143835|504|HOLIDAY EXPENSE|2019-11-27|54405|2720760|738899
4143836|504|HOLIDAY EXPENSE|2020-08-19|11787|2720760|738899
4143837|504|OFFICE SUPPLIES|2019-12-23|14013|2720762|738899
4143838|504|INSURANCE|2020-05-19|6601|2720763|738899
4143839|504|HOLIDAY EXPENSE|2020-01-03|16843|2720764|738899
4143840|504|MEETINGS|2019-12-02|5865|2720765|738899
4143841|504|RENT|2020-06-30|60000|2720767|738899
4143842|504|STEWARD APPRECIATION|2020-02-07|14961|2720768|738899
4143843|504|REPAIRS & MAINTENANCE|2020-02-25|16923|2720770|738899
4143844|504|INSURANCE|2019-10-16|6318|2720772|738899
4143845|504|PROFESSIONAL AUDIT FEES|2020-03-20|20000|2720773|738899
